x(m)	y(m)	z(m)	Energy (GeV)
-0.4104	0.0133	-1.8
-0.4101	-0.0533	-1.8
-0.4054	0.0604	-1.8
-0.3974	-0.1055	-1.8
-0.3934	-0.1163	-1.8
-0.3555	-0.0402	-1.6
-0.3548	0.0099	-1.6
-0.3518	0.0451	-1.6
-0.3473	-0.0799	-1.6
-0.345	-0.0874	-1.6
-0.3309	0.1957	-1.8
-0.3031	-0.0295	-1.4
-0.302	0.1491	-1.6
-0.3019	0.0071	-1.4
-0.3002	0.0326	-1.4
-0.298	-0.0587	-1.4
-0.2969	-0.0635	-1.4
-0.2848	0.2383	-1.6
-0.2666	0.1789	-1.4
-0.2663	0.1073	-1.4
-0.2477	-0.02	-1.2
-0.2463	0.0047	-1.2
-0.2456	0.0216	-1.2
-0.245	-0.0398	-1.2
-0.2446	-0.0424	-1.2
-0.227	0.0729	-1.2
-0.187173	0.0704722	-0.9593
-0.179984	0.00238661	-0.9461
-0.179983	0.0024866	-0.9557
-0.179677	-0.0107802	-0.9456
-0.179646	0.0112793	-0.946
-0.179634	0.0114789	-0.9556
-0.178707	-0.021535	-0.9455
-0.178647	-0.0220313	-0.9454
-0.175488	0.0400487	-0.9661
-0.170581	0.057463	-0.8924
-0.159988	0.00195478	-0.8786
-0.159766	-0.0086506	-0.8685
-0.159761	-0.00875046	-0.8781
-0.159749	0.00895015	-0.8785
-0.159081	-0.017122	-0.8684
-0.15907	-0.0172214	-0.8684
-0.159049	-0.0174202	-0.8781
-0.156957	0.0310564	-0.8888
-0.153559	0.0449418	-0.816
-0.153332	0.0457091	-0.8255
-0.139993	0.00142295	-0.8111
-0.139993	0.00142295	-0.8014
-0.139839	-0.00672039	-0.8011
-0.139839	0.00672039	-0.8013
-0.139367	-0.0133029	-0.8009
-0.139357	-0.0134024	-0.801
-0.138585	0.0198558	-0.3587
-0.138062	0.0232152	-0.8116
-0.137978	0.0237082	-0.8213
-0.137165	0.0280322	-0.362
-0.135902	0.0844425	-0.3812
-0.135667	0.0345619	-0.7491
-0.135492	0.0352398	-0.7587
-0.119995	0.0010911	-0.7339
-0.119927	-0.00419027	-0.3488
-0.119896	0.00498968	-0.7339
-0.119892	-0.00508959	-0.7336
-0.119892	-0.00508959	-0.724
-0.1197	-0.0324	-1.8
-0.119617	-0.00958091	-0.7239
-0.119584	-0.00997958	-0.7239
-0.119568	-0.0101789	-0.7336
-0.118799	0.0169344	-0.7441
-0.11726	0.0254953	-0.6822
-0.117131	0.0260813	-0.6918
-0.11222	-0.114046	-0.8621
-0.110031	-0.0865636	-0.7765
-0.107059	-0.144701	-0.9573
-0.105406	0.120373	-0.3966
-0.102098	-0.0630556	-0.7003
-0.0977907	0.0209039	-0.4934
-0.0977487	-0.0210995	-0.3387
-0.0917223	0.0773758	-0.5062
-0.0849635	0.084742	-0.5083
-0.0799717	-0.00212716	-0.4865
-0.0776913	0.0914553	-0.5103
-0.0739442	-0.0305329	-0.3284
-0.0601	-0.204	-1.2
-0.0596156	0.00678104	-0.4911
-0.0590844	-0.0104421	-0.4818
-0.0582575	-0.014355	-0.4907
-0.0523668	-0.0292868	-0.3214
-0.0495883	0.130924	-0.4145
-0.0427	0.0839	-1.6
-0.0417438	0.133632	-0.4175
-0.0404998	0.000134502	-0.4446
-0.0404965	0.000534487	-0.4446
-0.0404933	-0.000734462	-0.4445
-0.0404868	-0.00103439	-0.4445
-0.0404812	0.00123431	-0.4448
-0.0404709	-0.00153414	-0.4445
-0.0403788	0.00313137	-0.4242
-0.0400947	-0.00571536	-0.424
-0.0375571	-0.0151564	-0.4745
-0.034338	0.0214745	-0.4113
-0.0339	-0.0775	-1.2
-0.0327136	-0.0238761	-0.3144
-0.0145684	0.119112	-0.4261
0.0016	-0.2228	-1.4
0.0061757	0.0998091	-0.4346
0.0197571	0.077522	-0.443
0.0199996	0.0352174	-0.4539
0.0222996	0.0557021	-0.4485
0.0615	0.002	-1.4
0.0645	-0.2061	-1.6
0.1097	-0.1587	-1.8
