x(m)	y(m)	z(m)	Energy (GeV)
-0.161594	-0.0333542	-1.20929
-0.161399	-0.0342827	-2.33933
-0.15427	-0.0585298	-2.33617
-0.14293	-0.0244141	-2.35656
-0.141935	-0.0841393	-3.44929
-0.139429	-0.0398061	-1.22659
-0.129557	-0.065116	-2.35156
-0.123886	-0.0166495	-2.36844
-0.117058	-0.0438462	-1.24405
-0.115866	-0.0871785	-3.46556
-0.105534	-0.0669895	-2.36844
-0.104776	-0.00686233	-2.38433
-0.095969	-0.0426022	-1.25533
-0.0953284	-0.134676	-1.74087
-0.0894256	-0.0873387	-3.48044
-0.0849937	-0.00103535	-2.39589
-0.0800714	-0.0679233	-2.38433
-0.0762023	-0.123362	-1.76356
-0.073346	-0.0429577	-1.27289
-0.054745	-0.065023	-2.40089
-0.054731	-0.112381	-1.79344
-0.0504299	-0.0410101	-1.2903
-0.037238	-0.098175	-1.81633
-0.0333	-0.0861	-3.52
-0.0271251	-0.0359058	-1.3076
-0.018337	-0.0829985	-1.84689
-0.00117773	-0.0649893	-1.87667
0.0002	-0.0776	-3.54
0.0140877	0.164397	-0.402273
0.0158391	0.0421203	-0.25455
0.0186868	0.143791	-0.378782
0.0201635	0.0617935	-0.27785
0.0213444	0.123164	-0.35555
0.02293	0.0818487	-0.30115
0.0238243	0.102261	-0.32445
0.0325	-0.0652	-3.56
0.0380733	0.023988	-0.23065
0.0395867	0.0213984	-0.23935
0.0396342	0.0213104	-0.23275
0.0397285	0.021134	-0.23075
0.0398685	0.0208687	-0.23995
0.0399609	0.0206913	-0.23935
0.0399609	0.0206913	-0.23275
0.0399609	0.0206913	-0.23005
0.0400067	0.0206025	-0.23925
0.0400067	0.0206025	-0.23275
0.0410481	0.0184405	-0.24115
0.0412505	0.0179833	-0.24335
0.0436134	-0.0110847	-1.3594
0.0444092	0.00726802	-0.22895
0.0496877	0.157341	-2.14643
0.0518443	0.0392068	-2.01197
0.0553355	0.0341025	-0.24905
0.0556996	0.0335046	-0.24915
0.0562496	0.133645	-2.11656
